num,date,mos,mean_temp,min_temp,max_temp,rain,wind,hum,atm,sun,cloud,g_temp,b_eva,s_eva
430,2017-07-01,6183,25.3,22.4,30.7,0.5,2,73.6,997.4,13.9,9.4,30.5,2.9,4.2
431,2017-07-02,6681,24.3,21.9,26.8,92,2.5,90.5,996.8,5.5,10,24.7,1.3,1.9
432,2017-07-03,5803,24.7,21.9,27.4,67.5,3.5,87.6,995.7,9.2,9.9,25.1,2.3,3.3
433,2017-07-04,6094,26.7,23.8,31.6,0.5,2,74.5,996,19.7,6.5,28.3,4.1,5.8
434,2017-07-05,5489,27.4,23.3,32.6,,1.5,66.9,1000,18.4,4.8,27.2,4.3,6.1
435,2017-07-06,4774,27.6,23.9,34.6,34,1.7,72.3,1000.1,19.1,7.1,31.1,4,5.7
436,2017-07-07,4894,26.4,24.4,28.4,16.5,2,80.8,997.7,6.3,9.5,26.4,1.4,2
437,2017-07-08,3999,26,24.6,27.6,4.5,2.6,83.3,996.5,4.7,9.9,25.9,1.3,1.8
438,2017-07-09,4588,26.3,23.8,30.3,32.5,1,88,996.3,9.3,9.6,27.4,1.8,2.6
439,2017-07-10,3794,24,22.6,25.4,144.5,2.3,96.5,991.1,2,10,24.4,0.6,0.9
440,2017-07-11,2140,26,22.2,30.9,1,2.1,81.4,997.2,13.9,8.8,27.2,3.1,4.4
441,2017-07-12,3291,27.1,24.9,31.1,0,2.3,75.9,1000.2,17,6.1,29.2,3.5,5.1
442,2017-07-13,3067,27.6,23.1,32.1,,1.5,71,998,19.2,2.6,29.2,4.2,6
443,2017-07-14,3928,28.7,26.1,33,0,2.1,68.4,998,16,7,30.7,3.6,5.2
444,2017-07-15,4552,25,23.4,27.3,42.5,2.2,89,999.5,5.7,10,25.7,1.3,1.9
445,2017-07-16,4428,26.2,23.4,28.8,22.5,1.4,83.4,1001.8,10.5,9.4,27.1,2.3,3.3
446,2017-07-17,4362,26.8,24,29,7.5,2,77.3,1001.9,11.2,9.1,28.1,2.2,3.2
447,2017-07-18,5447,26.5,23.9,30.7,2.5,1.6,80.6,999.5,11.5,7.4,27.5,2.6,3.6
448,2017-07-19,5155,28.3,24.5,34.1,,1.8,71.4,997.1,20.4,5.9,29.6,4.4,6.3
449,2017-07-20,5492,29.9,26,34.9,,2.2,66.1,996.6,20.6,2.4,33.2,4.8,6.8
450,2017-07-21,6136,29.8,27.3,32.4,,2.5,73.1,998.2,10.8,8.6,30.7,2.6,3.8
451,2017-07-22,6299,29.3,27.5,32.5,0.5,2.3,75.8,999.1,10,9.5,30.9,2.5,3.6
452,2017-07-23,5717,27,26.1,28.1,133.5,2.1,89.5,994.9,2.7,9.8,26.7,0.9,1.3
453,2017-07-24,5957,26.2,25.6,27.3,3,1.2,82.3,992.9,5.2,9.4,26.8,1.5,2.1
454,2017-07-25,3849,29.4,24.6,35.4,,1.9,64.1,993.9,21.7,4.3,31.7,5.5,7.9
455,2017-07-26,4511,28.7,24.2,32.8,,2.7,55.6,997.6,22.6,3.5,32.5,5.2,7.5
456,2017-07-27,4474,27.1,24.9,29.7,3.5,1.9,62.5,998.2,10,9.4,29,2.2,3.2
457,2017-07-28,3590,25.5,24.8,26.9,8.5,1.5,92.1,998,3.4,9.6,25.9,1.1,1.6
458,2017-07-29,4027,27.2,25,30.1,0,2.3,72.3,997.6,11.8,7.5,27.5,2.8,4.1
459,2017-07-30,4723,27.9,24.7,32.6,,1.9,64.4,997.2,18.6,7.9,29.9,4,5.7
460,2017-07-31,5016,25.7,24.8,27.1,3.5,1.4,82.3,998.9,4.3,9.6,26.1,1.3,1.8
461,2017-08-01,3964,28.6,24.1,33,2,1.7,73,1000.1,18.1,7,29.4,3.7,5.3
462,2017-08-02,4989,30,26.6,33,,1.3,71.9,997.4,12,5.1,30.4,2.7,3.9
463,2017-08-03,3903,30.2,27.2,33.9,,2.2,60.6,995.2,21.8,5.6,32.8,5.5,7.8
464,2017-08-04,3999,30.3,25.9,35.3,,2.1,60.1,995.5,22.2,6.3,34.6,5.2,7.4
465,2017-08-05,3717,31.4,27.6,34.8,0,1.9,63,993.4,16.8,4.1,35.8,3.8,5.4
466,2017-08-06,3718,29.8,28.2,34,5,1.9,71.9,990.9,12,6.9,32.1,2.9,4.1
467,2017-08-07,4362,29.2,26.4,34.4,,2.4,68.1,989.7,22.7,3.3,33.6,5.2,7.4
468,2017-08-08,3885,28.2,25.5,31,,1.9,67.1,989.8,13.5,8,30.5,3.2,4.6
469,2017-08-09,4233,27.6,24.6,32,2.5,2.3,66.4,988.1,14.2,9.1,32,3.4,4.8
470,2017-08-10,3702,24.8,23.9,26.3,5.5,2,89.9,991,6.2,9.9,27.4,1.6,2.3
471,2017-08-11,3911,27,23.9,32.4,0.5,2.3,72.5,996.4,15.6,5.9,29.4,3.8,5.4
472,2017-08-12,3936,27.8,23.2,32.6,,2.1,60.3,1000.6,18.4,5.6,29.2,4,5.8
473,2017-08-13,4018,26.3,24.2,28.4,0,2.8,62.1,1000.4,11.2,8.9,27.8,3.5,5
474,2017-08-14,3627,24.6,23.1,27.1,1.5,3.6,67.5,996.2,7.3,9.6,25.4,2.2,3.2
475,2017-08-15,3615,21.9,20.8,24,93.5,3.6,93.8,993.2,3,10,22.9,0.9,1.3
476,2017-08-16,3351,23.3,20.5,26.8,2,3.7,80.5,995.5,10.4,9.6,24.6,2.5,3.6
477,2017-08-17,3658,24.8,21.2,27.7,0.5,2.1,77.1,998,9.7,8.1,26.1,1.8,2.6
478,2017-08-18,3363,26.3,23.9,30.6,0,1.3,75.6,1001,12.1,8.3,26.8,2.9,4.1
479,2017-08-19,3944,26.1,23.1,28.7,0,2,75.8,1001.9,9.8,8.1,26.9,1.9,2.7
480,2017-08-20,3978,23.2,22,25.8,124.5,2.9,95.6,998.6,3.5,10,23.8,1,1.5
481,2017-08-21,3829,25.8,23.7,29.2,5,2.4,81.5,997.1,10.7,7.6,26.9,2.4,3.5
482,2017-08-22,3847,27.3,23.4,31.5,,1.9,70.6,1001.9,16.5,4.4,29,3.3,4.8
483,2017-08-23,3702,27.2,24.6,30.2,31.5,2.6,84.1,1001.3,8.2,9.4,27.4,2.1,3
484,2017-08-24,3662,26.5,23.9,28.1,14,4,85.3,996,3.6,7.9,25.7,1.2,1.8
485,2017-08-25,3156,25.3,22.2,30.6,,1.7,61.9,998.6,20.2,6,25.7,5.1,7.3
486,2017-08-26,4089,24.2,19,29.2,,2,54.5,1003.8,24.4,1.9,27.3,5.7,8.2
487,2017-08-27,3381,22.7,19,26.7,0,1.4,62,1005,10.3,8.3,24.8,2.2,3.2
488,2017-08-28,2979,21.5,18.3,26.5,9,1.5,73.1,1001.5,6.8,9.1,22.6,2.1,3
489,2017-08-29,2347,19.5,17,24,,3.2,51.4,1004.3,21.1,6.5,22.8,4.8,6.9
490,2017-08-30,3011,19.8,16.1,23.9,,1.5,55.8,1003.9,9.6,7.1,19.7,2.2,3.2
491,2017-08-31,2853,22.2,16.6,27.6,,1.6,62.4,1002.2,19.2,0.9,24.3,4.2,6
492,2017-09-01,3435,23.3,17.1,29.7,,2.2,56,1002.6,22.7,0.4,26.6,5.1,7.3
493,2017-09-02,2928,23.8,18.6,29.6,,1.8,59,1002.6,19.7,2.9,27.2,4.2,6
494,2017-09-03,3160,23.7,19,29.2,,1.6,64,1004.8,15.9,3,25.6,3.3,4.7
495,2017-09-04,3549,24.6,19.7,30.1,,1.6,53.8,1005.2,17.9,6.1,28.6,4,5.7
496,2017-09-05,3307,21.9,20.4,23.7,0,1.7,62.4,1001.8,5.4,8.8,22.6,1.6,2.3
497,2017-09-06,2985,20.6,18.5,24,2,1.2,75.5,998.6,6.1,9.6,21.5,1.4,2.1
498,2017-09-07,2874,22.4,17.8,27.5,,1.4,73.3,997.9,14,5.6,24.3,2.8,4
499,2017-09-08,3519,24.3,20.4,29.9,,1.7,67.5,1001.4,19.8,3.8,27.6,4.4,6.3
500,2017-09-09,3789,23.8,19.2,28.2,,1.4,70.1,1003.2,16.7,2.8,26.5,3.3,4.8
501,2017-09-10,3774,23,19.9,26.1,0.5,1.4,74.3,1003.4,7.3,9.3,24.3,1.6,2.2
502,2017-09-11,3365,21.2,18.6,24.6,24,1.7,79.8,997.7,8.2,7.6,22.6,1.9,2.7
503,2017-09-12,3546,22.1,17.7,27.9,,1.9,58.6,1003.6,19.1,0.6,23.3,4.7,6.7
504,2017-09-13,4284,21.4,15.9,27.5,,1.9,49.3,1008.4,21.6,0,23,4.8,6.8
505,2017-09-14,3709,22.4,14.8,29.5,,1.7,48.8,1009.3,20.6,1.5,23.9,4.9,7
506,2017-09-15,3811,22.6,17.8,27.9,,3.6,48.4,1009,19,3.9,25,5.4,7.7
507,2017-09-16,3255,22,16.7,27.6,,3.6,50.9,1004.5,20.2,3.1,25.2,5.2,7.5
508,2017-09-17,3308,23.1,19,29.2,,2.7,51.3,997.6,19,3.5,26.7,4.7,6.7
509,2017-09-18,3478,21.9,16.4,27.6,,2.1,62.8,998.3,19,1.8,25.8,4.1,5.8
510,2017-09-19,3572,22.6,20.1,25.8,8,3,79.1,998.8,7.3,7.9,24.6,2.4,3.4
511,2017-09-20,3330,19.5,14.1,24.9,,2.4,48.9,1002.4,20.7,0.8,20.3,4.4,6.3
512,2017-09-21,3217,20.3,14.2,27,,1.6,57.3,1004,19.4,0.5,21.7,4,5.7
513,2017-09-22,3379,20.6,15.4,26.8,,2.1,60.8,1003,16.7,3.5,22.1,3.5,5
514,2017-09-23,3556,21.8,17.6,27.3,0,1.6,69.8,1005.4,13.3,6.6,23.3,2.7,3.9
515,2017-09-24,3899,22.4,18.8,27.9,0,2,71.5,1005.1,11.8,6.9,24.3,2.6,3.8
516,2017-09-25,4201,23.4,17.4,30.1,,1.4,58,1004.8,16.6,2.5,25.2,3.7,5.3
517,2017-09-26,3692,25.1,19.4,31.4,0,1.9,57,1002.2,15.7,4.9,27,3.2,4.6
518,2017-09-27,3511,22.7,19.9,27.3,0.5,1.7,66.4,997.7,0,8.8,24,,
519,2017-09-28,3975,19.2,14.2,25.3,,2.8,49.1,1000.5,11.8,2.5,23,3.9,5.5
520,2017-09-29,3302,17.4,11.2,23.5,,2.2,39.3,1007.5,13.8,3.1,20,3.6,5.1
521,2017-09-30,3436,20,14.7,25.9,,1.5,64.9,1011.1,6.1,3.5,21.1,1.7,2.4
522,2017-10-01,3161,18.2,15.5,21.2,4,2.3,74.8,1006.8,3.1,8.9,18.8,1.2,1.7
523,2017-10-02,2342,22,15.6,29.4,1.5,2.3,62.3,1001.3,11.2,2.6,21.7,3.3,4.7
524,2017-10-03,4307,17.6,13.4,23.6,,2.3,49.8,1008.2,7.2,5.8,18.2,2.3,3.3
525,2017-10-04,3281,16.7,10.7,24.3,,1.8,48.5,1013.1,9.9,6.6,17.5,2.7,3.9
526,2017-10-05,3553,18.7,13.9,23.4,,2.1,56.4,1013.1,7.2,8,18.7,2.2,3.1
527,2017-10-06,3638,18.9,16.2,23.3,0.5,2.3,66.4,1008.9,5.3,8.5,19.4,1.6,2.3
528,2017-10-07,2741,21.9,16.9,28.8,0,1.2,67.6,1009.7,9.2,7.5,23.9,2.1,3
529,2017-10-08,3672,23,19.3,28.7,,1.4,66.9,1012,9.3,4.8,25.3,2.2,3.2
530,2017-10-09,3771,22.5,19.8,27.6,0,1.5,66,1011.4,7.2,6.5,24.9,1.9,2.6
531,2017-10-10,3500,21.4,18.6,24.8,0.4,1.3,76.9,1008.2,3.8,9.3,22.1,1.2,1.6
532,2017-10-11,2718,15.5,12.2,21.7,20,2.9,77.1,1008.1,3.9,9.3,17.4,1.3,1.9
533,2017-10-12,1610,11.4,8.8,,,2,71,1010.4,2.2,7.1,11.7,1,1.4
534,2017-10-13,672,12.8,6.1,18.9,,3.2,51,1012.1,9.4,3.4,12.8,2.9,4.1
535,2017-10-14,1701,14.4,9,20.5,,,42.8,1015.5,10.6,4.9,13.5,2,2.8
536,2017-10-15,2566,15.8,9,23,,1.7,42.5,1017.1,10,5.4,15.3,2.6,3.7
537,2017-10-16,2833,16.6,13.6,22,,1.7,47.6,1016.4,7.3,7.9,17.2,2.3,3.2
538,2017-10-17,2416,16.2,9.2,23.9,,1.3,47.1,1014.1,10.3,0.4,16.2,2.5,3.6
539,2017-10-18,2473,16.5,14.2,19.1,0.1,2.4,58.8,1012.9,3.1,9.3,15.7,1.5,2.2
540,2017-10-19,1773,17,11.9,23.2,,1.8,58.3,1009.2,9.1,3.8,16.8,2,2.9
541,2017-10-20,2133,17,11.1,24.2,,1.5,58.6,1008.8,9.8,0.1,16.9,2.3,3.3
542,2017-10-21,"1,818",,,,,,,,,,,,
543,2017-10-22,"2,293",,,,,,,,,,,,
544,2017-10-23,"1,825",,,,,,,,,,,,
545,2017-10-24,"1,189",,,,,,,,,,,,
546,2017-10-25,"1,109",,,,,,,,,,,,
547,2017-10-26,"1,361",,,,,,,,,,,,
548,2017-10-27,"1,619",,,,,,,,,,,,
549,2017-10-28,"1,469",,,,,,,,,,,,
550,2017-10-29,"1,671",,,,,,,,,,,,
551,2017-10-30,149,,,,,,,,,,,,
552,2017-10-31,154,,,,,,,,,,,,
553,2018-05-01,1837,20.4,17.8,23.3,0,1.5,72.8,1003.5,12.4,8.5,23.5,2.2,3.2
554,2018-05-02,1871,15.1,8.7,19.7,12,1.9,90.4,994.9,2.5,9.9,16,1,1.4
555,2018-05-03,468,11.2,6.9,14.7,1,2.7,62.4,997.4,12.2,3.6,11.4,2.5,3.6
556,2018-05-04,1052,14.1,8.8,20,,2.7,45.5,1001.5,27.3,1.4,17.9,5.6,7.9
557,2018-05-05,1717,18.3,11.6,24.6,,2.6,46.8,1004.7,22.3,6,20.4,4.5,6.5
558,2018-05-06,2246,16.6,15,20.7,22,1.1,86.4,997.7,9.3,9.3,17.2,1.7,2.4
559,2018-05-07,1361,19.2,14,25.5,,1.2,60.3,996.5,17.7,6,18.4,3.9,5.5
560,2018-05-08,2931,17.5,11.6,22.9,,1.7,50.9,1003.9,23.3,3,21.3,4.2,6.1
561,2018-05-09,1988,15.7,9.2,21.8,,1.7,50.4,1010.6,26.8,0.1,21.7,5.1,7.3
562,2018-05-10,2906,15.4,11.3,21.4,,2.3,67.4,1012.1,26.5,3.1,22.5,4,5.8
563,2018-05-11,2422,16.1,11.9,21.3,,1.8,59.8,1008.2,18.7,9.5,21,3.3,4.8
564,2018-05-12,3117,14.2,11.8,16.1,32,0.9,89.3,999.8,1.3,10,14.6,0.5,0.7
565,2018-05-13,1533,15.8,12.7,20,0.5,1.9,82.5,998.3,16.4,5.3,18.4,2.6,3.8
566,2018-05-14,2376,18.2,11.9,24.5,,1.4,71.4,1001.3,19.2,6.6,21.2,3.4,4.9
567,2018-05-15,3076,23.2,15.4,29.3,0,1.1,56.4,1000,21.2,8.5,25.3,3.9,5.6
568,2018-05-16,3529,22.3,21.8,24.4,45,1.9,93.8,995.1,1.6,10,21.6,0.5,0.8
569,2018-05-17,1964,20.9,18.8,23.5,83,1.4,97,994,4,10,21.2,0.8,1.2
570,2018-05-18,1634,16.3,12.2,19.3,6.5,1.3,86.8,996.2,5.6,8.3,18.2,1.5,2.2
571,2018-05-19,1849,17.6,10.3,24.7,,1.5,47.5,1005.9,29.1,0,21.2,5.3,7.6
572,2018-05-20,2837,17,11.5,22.6,,1.4,32.1,1009.2,14.4,4.6,16.9,3.9,5.5
573,2018-05-21,2680,17.8,11.3,23.7,,1.4,43.9,1007.9,24.6,3.9,21.8,4.4,6.3
574,2018-05-22,2708,18.1,15.4,23.2,12.5,1.1,75.5,1002,10.9,9,19,2.2,3.1
575,2018-05-23,2119,17.3,13.6,23.3,6.5,2.5,57.1,998.4,29.2,1.4,21.9,5.6,8
576,2018-05-24,2663,18.3,11.2,23.7,,2.2,47.4,999.5,27,0.5,22.1,5.8,8.2
577,2018-05-25,2636,19.7,13.8,26.2,,1.8,47.4,998.5,25.5,3.4,23.1,5.4,7.8
578,2018-05-26,2778,21.8,14,29.6,,1.4,50.1,998.8,26.9,1,26.3,5.7,8.2
579,2018-05-27,3160,20.3,17.3,24.7,,1.7,47.4,1000.4,17.1,7.3,23.6,4,5.7
580,2018-05-28,3154,22.3,16.2,29.1,,1.6,49.8,999.9,26.5,3.8,27.9,5.3,7.6
581,2018-05-29,3480,21.4,19.1,25.9,1,1.8,69.3,1001.2,13.3,9.4,25.2,2.6,3.7
582,2018-05-30,2838,20.2,15.8,24.7,0,1.9,69.8,1000,21.7,4.6,24.8,4.4,6.3
583,2018-05-31,3229,20.9,14.2,27.6,,1.9,58.9,1001.4,26.9,0.9,28.3,5.4,7.7
584,2018-06-01,3178,23.8,17.5,30.2,,1.9,50.4,1004.7,27.9,0,30.6,6.5,9.3
585,2018-06-02,3270,23.4,17.6,30.1,,2,44.5,1005.1,28.5,1.4,30.8,7,10
586,2018-06-03,2828,24,16.9,30.8,,1.6,39.4,1003,27.2,4,31,6.6,9.4
587,2018-06-04,2977,22.6,18.9,27.5,,1.9,50.1,1002.6,21.1,7.9,27.4,4.7,6.7
588,2018-06-05,2760,23.7,17.7,29.2,,1.7,52.5,1001.6,24.4,1.4,30.7,5.4,7.8
589,2018-06-06,3119,23,18.4,27.9,,2,62.9,1002.1,26.6,1,30.9,4.9,7.1
590,2018-06-07,3491,22.2,17.8,29.4,,2,69.3,1001.7,24,4.5,30,4.7,6.7
591,2018-06-08,3122,21.9,18.5,27,,2.1,68,998.8,18.5,5.5,31.1,3.7,5.3
592,2018-06-09,3198,23.7,18.9,30.1,0.5,1.4,60.6,997.1,20.2,6.6,29.7,4.1,5.8
593,2018-06-10,3581,21.3,18.3,24.9,0.5,1.4,59.9,994.7,12.8,9.5,23.7,3.2,4.5
594,2018-06-11,4152,20.2,18,23.9,5,1.4,67.3,990.9,11.3,8.5,24.5,2.4,3.4
595,2018-06-12,3417,21.3,16.6,27.1,0,1.7,65.5,993,23.5,4.5,26.2,4.4,6.3
596,2018-06-13,4163,22,18.3,27,0,1.5,64,996.2,15.8,7.4,25.3,2.8,4.1
597,2018-06-14,4640,21.6,18.8,25.1,29,1.1,74.9,997.7,10.3,9.5,22.7,2.3,3.3
598,2018-06-15,4516,21.7,17.2,27,16.5,1.4,60.8,1001,23.6,6.1,24,4.7,6.7
599,2018-06-16,4746,22.5,16.3,28.7,,1.4,56.4,1002.1,28.1,0.8,26.8,5.3,7.5
600,2018-06-17,4943,22.8,18.9,27.5,,1.3,66.9,1000.3,14.8,7.8,25.3,3.2,4.5
601,2018-06-18,5323,24.8,19.9,30.8,,1.5,54.9,996.9,26.2,3.6,30.4,5.4,7.7
602,2018-06-19,4605,22.4,19.1,27.2,,1.8,61.3,994.8,17.7,8.1,26.4,3.7,5.2
603,2018-06-20,4442,22.7,19.1,28.4,,2.3,68.1,994,24.5,5.4,28.9,5.1,7.3
604,2018-06-21,4545,23.7,19.4,28.7,,2.2,60.1,997.1,28.2,3,32.2,6.1,8.7
605,2018-06-22,5080,25,18.2,32,,1.8,45.1,998.3,27.4,5.1,30.6,6.6,9.4
606,2018-06-23,5010,24.5,20.9,28.9,,2,50.6,994.8,22.2,8,30.7,5,7.1
607,2018-06-24,4673,25.2,20.1,32.1,,1.9,62.8,998.1,25.7,4,32.8,5.8,8.3
608,2018-06-25,4830,27.1,21.3,32.9,,1.2,57.1,1000.2,20.4,7.9,31.7,4.3,6.1
609,2018-06-26,4664,22.3,20.2,26.9,71.5,2.4,88.3,993.7,1.3,10,22.5,0.6,0.9
610,2018-06-27,3285,22.3,19.1,25.5,1,2,81.9,992.3,13.6,8.8,23.7,2.7,3.9
611,2018-06-28,3709,23.3,20.6,27.3,26.5,1.1,85.1,989.6,9.3,9.5,24.5,1.7,2.4
612,2018-06-29,2937,24.7,21.9,29.1,6.5,1.5,78.5,993.1,18.8,7.3,26.6,3.4,4.9
613,2018-06-30,3318,24.4,21.6,27.9,14.5,0.9,83.8,999.6,8.8,9.1,24.7,1.6,2.3
614,2018-07-01,3076,21.9,21,22.8,83.5,0.8,94.6,999.3,2.1,9.9,22.2,0.5,0.8
615,2018-07-02,3106,22.6,20.6,25.3,59.5,0.7,95.4,997.5,4.7,9.6,23.5,1.2,1.7
616,2018-07-03,1791,27.4,22.5,32.6,0.1,0.8,74.4,990.1,22.9,6,29.1,4.6,6.6
617,2018-07-04,2434,27.3,24,31.8,,1.7,69.6,988.1,22.4,7.1,30,4.4,6.3
618,2018-07-05,2684,25.3,23.4,29,0.5,1.2,72.8,993.3,10.9,8.6,27,2.6,3.8
619,2018-07-06,2583,23.9,21.5,27.1,,1.8,57.8,998.2,15.8,8.5,27,3.8,5.5
620,2018-07-07,3000,23.7,19.5,29.2,,1.6,51.4,1000.3,27.3,3.6,30.9,5.3,7.6
621,2018-07-08,3167,23.3,17.7,28.1,,1.5,51.5,1002.4,24,7,29.8,4.4,6.4
622,2018-07-09,3600,20.8,20.1,24.2,14,1.1,82.3,1004.9,4,9.9,22.4,0.8,1.2
623,2018-07-10,3235,23.7,20.4,26.5,16.5,0.7,87.8,1004.4,5.9,9.8,23.9,1.2,1.7
624,2018-07-11,2524,26.8,24.4,29.5,3,1.3,82.9,1004.9,8.7,9.6,26.9,2.1,3
625,2018-07-12,2861,26.6,25.1,28.2,1,1.5,82.4,1003.4,9.9,7.5,27,2.1,3
626,2018-07-13,2771,27.3,24.7,30.9,,1.8,74.8,1002.4,15.6,6.4,28.9,3.3,4.7
627,2018-07-14,3597,27.9,24.6,31.9,0,1.9,69.6,1001.4,21.5,5,30.6,4.4,6.2
628,2018-07-15,3489,28.3,24.5,33.2,,1.6,69.6,1002.3,22.9,2.6,32.6,4.9,7
629,2018-07-16,3870,28.7,24,34,,1.7,64.3,1002.4,26.7,0.4,33.4,6,8.5
630,2018-07-17,3679,28.1,23.9,32.1,,1.7,66.5,1002.2,25.6,1.3,34.3,5.2,7.4
631,2018-07-18,3381,28.2,23.7,33.2,,1.6,64.8,1001.9,25.1,0.8,34.2,5.6,8
632,2018-07-19,3835,28.7,23.2,34.1,,1.6,64.1,1001.1,27.8,0.1,35.6,6,8.6
633,2018-07-20,4147,29.5,24.6,34.7,,1.5,62.6,999.4,25.7,0.4,35.7,5.6,8.1
634,2018-07-21,4232,30.6,24.9,36.9,,1.5,53.6,999,26.6,0.3,36.1,6.4,9.2
635,2018-07-22,4105,31.8,25.3,38,,1.4,49.6,998.6,25.5,3.5,37.3,6.4,9.1
636,2018-07-23,4077,31.7,29.2,35.7,,1.8,53.8,999,18.9,7.9,37.1,4.7,6.7
637,2018-07-24,3972,31.4,27.2,36.8,,1.6,59.5,997.4,18.4,4.4,35.8,4.5,6.4
638,2018-07-25,4223,30.1,27.7,34.1,,2.4,66.3,997.5,14.4,6.3,36.1,3.5,4.9
639,2018-07-26,4230,30.1,27.3,33.7,,1.5,68.8,997.5,12.2,5.8,32.7,3,4.4
640,2018-07-27,4382,30.9,27.2,35.4,,1.9,69.3,997.2,19.3,2.3,36.2,4.3,6.1
641,2018-07-28,3828,29.5,28,35.2,7.5,1.2,77.1,996.1,9.6,5.5,30.1,2.4,3.5
642,2018-07-29,3579,31.3,26.4,36.7,,1.2,52.4,994.2,22.3,2.4,32.2,5.4,7.8
643,2018-07-30,3975,31.7,26.2,36.9,,1.2,50.9,994.3,19.7,3.1,34,4.5,6.5
644,2018-07-31,2685,32.6,27.8,38.3,,1.5,50.5,994.7,24.5,2.8,38.8,5.8,8.3
645,2018-08-01,2834,33.6,27.8,39.6,,1.7,55.5,993.4,25.7,0.8,40.1,6.6,9.4
646,2018-08-02,2589,33.7,30.3,37.9,,1.6,54.4,995.6,18.6,4,36.8,4.8,6.8
647,2018-08-03,2337,33.1,30,37.9,,1.9,55.3,997.4,21.1,1,39.3,5.4,7.8
648,2018-08-04,2732,31.1,28,34.9,,2.4,60.6,998.2,20.5,3.4,37.8,4.8,6.9
